areaType,areaName,areaCode,date,uniqueCasePositivityBySpecimenDateRollingSum,uniquePeopleTestedBySpecimenDateRollingSum
region,London,E12000007,2020-04-09,45.8,13024
region,London,E12000007,2020-04-08,47.5,13111
region,London,E12000007,2020-04-07,49.2,12780
region,London,E12000007,2020-04-06,49.3,12841
region,London,E12000007,2020-04-05,49.7,12802
region,London,E12000007,2020-04-04,50.3,12576
region,London,E12000007,2020-04-03,51.0,12078
region,London,E12000007,2020-04-02,51.1,11714
region,London,E12000007,2020-04-01,50.7,11258
region,London,E12000007,2020-03-31,50.6,10675
region,London,E12000007,2020-03-30,49.8,10200
region,London,E12000007,2020-03-29,49.4,9761
region,London,E12000007,2020-03-28,48.4,9535
region,London,E12000007,2020-03-27,47.5,9224
region,London,E12000007,2020-03-26,46.3,8517
region,London,E12000007,2020-03-25,43.3,8013
region,London,E12000007,2020-03-24,40.7,7626
region,London,E12000007,2020-03-23,38.4,7165
region,London,E12000007,2020-03-22,35.1,6685
region,London,E12000007,2020-03-21,32.8,6429
region,London,E12000007,2020-03-20,30.7,6324
region,London,E12000007,2020-03-19,27.1,6317
region,London,E12000007,2020-03-18,24.8,6283
region,London,E12000007,2020-03-17,22.1,6063
region,London,E12000007,2020-03-16,19.0,5645
region,London,E12000007,2020-03-15,16.9,5156
region,London,E12000007,2020-03-14,15.5,4763
region,London,E12000007,2020-03-13,13.9,4197
region,London,E12000007,2020-03-12,12.4,3620
region,London,E12000007,2020-03-11,10.7,3074
region,London,E12000007,2020-03-10,7.8,2560
region,London,E12000007,2020-03-09,5.9,2247
region,London,E12000007,2020-03-08,4.6,2101
region,London,E12000007,2020-03-07,3.9,2128
region,London,E12000007,2020-03-06,3.5,2071
region,London,E12000007,2020-03-05,2.9,2004
region,London,E12000007,2020-03-04,2.4,1893
region,London,E12000007,2020-03-03,1.7,1705
region,London,E12000007,2020-03-02,1.8,1485
region,London,E12000007,2020-03-01,1.3,1261
region,London,E12000007,2020-02-29,1.5,921
region,London,E12000007,2020-02-28,1.7,708
region,London,E12000007,2020-02-27,2.0,455
region,London,E12000007,2020-02-26,2.0,303
region,London,E12000007,2020-02-25,1.5,270
region,London,E12000007,2020-02-24,0.7,284
region,London,E12000007,2020-02-23,0.6,309
region,London,E12000007,2020-02-22,0.6,322
region,London,E12000007,2020-02-21,0.6,344
region,London,E12000007,2020-02-20,0.3,368
region,London,E12000007,2020-02-19,0.5,410
region,London,E12000007,2020-02-18,0.5,426
region,London,E12000007,2020-02-17,1.1,439
region,London,E12000007,2020-02-16,1.4,437
region,London,E12000007,2020-02-15,1.4,421
region,London,E12000007,2020-02-14,1.4,422
region,London,E12000007,2020-02-13,1.7,352
region,London,E12000007,2020-02-12,1.7,293
region,London,E12000007,2020-02-11,1.7,237
region,London,E12000007,2020-02-10,0.5,202
region,London,E12000007,2020-02-09,,145
region,London,E12000007,2020-02-08,,88
