areaType,areaName,areaCode,date,uniqueCasePositivityBySpecimenDateRollingSum,uniquePeopleTestedBySpecimenDateRollingSum
region,London,E12000007,2023-12-04,8.3,5976
region,London,E12000007,2023-12-03,8.3,6034
region,London,E12000007,2023-12-02,8.0,6099
region,London,E12000007,2023-12-01,7.8,6071
region,London,E12000007,2023-11-30,7.7,6083
region,London,E12000007,2023-11-29,7.3,6041
region,London,E12000007,2023-11-28,7.4,6031
region,London,E12000007,2023-11-27,7.2,5973
region,London,E12000007,2023-11-26,7.3,5912
region,London,E12000007,2023-11-25,7.5,5898
region,London,E12000007,2023-11-24,7.6,5887
region,London,E12000007,2023-11-23,7.6,5797
region,London,E12000007,2023-11-22,7.8,5843
region,London,E12000007,2023-11-21,7.4,5816
region,London,E12000007,2023-11-20,7.2,5758
region,London,E12000007,2023-11-19,7.1,5766
region,London,E12000007,2023-11-18,7.0,5707
region,London,E12000007,2023-11-17,6.8,5630
region,London,E12000007,2023-11-16,6.5,5615
region,London,E12000007,2023-11-15,6.1,5520
region,London,E12000007,2023-11-14,6.6,5509
region,London,E12000007,2023-11-13,6.7,5471
region,London,E12000007,2023-11-12,6.6,5446
region,London,E12000007,2023-11-11,6.4,5417
region,London,E12000007,2023-11-10,6.6,5386
region,London,E12000007,2023-11-09,6.9,5366
region,London,E12000007,2023-11-08,7.1,5451
region,London,E12000007,2023-11-07,6.7,5417
region,London,E12000007,2023-11-06,6.7,5468
region,London,E12000007,2023-11-05,6.9,5496
region,London,E12000007,2023-11-04,7.0,5509
region,London,E12000007,2023-11-03,6.9,5536
region,London,E12000007,2023-11-02,6.9,5586
region,London,E12000007,2023-11-01,7.3,5461
region,London,E12000007,2023-10-31,7.7,5411
region,London,E12000007,2023-10-30,8.1,5413
region,London,E12000007,2023-10-29,8.0,5306
region,London,E12000007,2023-10-28,8.0,5264
region,London,E12000007,2023-10-27,8.1,5287
region,London,E12000007,2023-10-26,8.2,5236
region,London,E12000007,2023-10-25,8.0,5259
region,London,E12000007,2023-10-24,7.8,5303
region,London,E12000007,2023-10-23,7.8,5298
region,London,E12000007,2023-10-22,7.7,5285
region,London,E12000007,2023-10-21,7.7,5313
region,London,E12000007,2023-10-20,7.9,5340
region,London,E12000007,2023-10-19,8.2,5303
region,London,E12000007,2023-10-18,8.2,5315
region,London,E12000007,2023-10-17,8.8,5348
region,London,E12000007,2023-10-16,8.8,5286
region,London,E12000007,2023-10-15,9.4,5376
region,London,E12000007,2023-10-14,9.7,5438
region,London,E12000007,2023-10-13,9.7,5345
region,London,E12000007,2023-10-12,9.9,5320
region,London,E12000007,2023-10-11,9.9,5192
region,London,E12000007,2023-10-10,9.6,4925
region,London,E12000007,2023-10-09,10.7,4815
region,London,E12000007,2023-10-08,10.5,4843
region,London,E12000007,2023-10-07,10.5,4805
region,London,E12000007,2023-10-06,10.7,4838
region,London,E12000007,2023-10-05,10.7,4842
region,London,E12000007,2023-10-04,11.2,4920
region,London,E12000007,2023-10-03,11.5,5078
region,London,E12000007,2023-10-02,11.8,5230
region,London,E12000007,2023-10-01,11.9,5234
region,London,E12000007,2023-09-30,11.7,5301
region,London,E12000007,2023-09-29,11.6,5188
region,London,E12000007,2023-09-28,11.7,5081
region,London,E12000007,2023-09-27,11.4,5025
region,London,E12000007,2023-09-26,11.2,4942
region,London,E12000007,2023-09-25,10.7,4852
region,London,E12000007,2023-09-24,10.3,4818
region,London,E12000007,2023-09-23,10.3,4770
region,London,E12000007,2023-09-22,10.7,4773
region,London,E12000007,2023-09-21,11.0,4804
region,London,E12000007,2023-09-20,10.8,4811
region,London,E12000007,2023-09-19,10.9,4769
region,London,E12000007,2023-09-18,11.0,4770
region,London,E12000007,2023-09-17,11.3,4724
region,London,E12000007,2023-09-16,11.1,4738
region,London,E12000007,2023-09-15,11.3,4769
region,London,E12000007,2023-09-14,11.5,4753
region,London,E12000007,2023-09-13,11.8,4726
region,London,E12000007,2023-09-12,11.4,4763
region,London,E12000007,2023-09-11,11.8,4677
region,London,E12000007,2023-09-10,12.1,4682
region,London,E12000007,2023-09-09,12.4,4596
region,London,E12000007,2023-09-08,12.4,4514
region,London,E12000007,2023-09-07,12.6,4396
region,London,E12000007,2023-09-06,12.2,4349
region,London,E12000007,2023-09-05,12.3,4196
region,London,E12000007,2023-09-04,11.6,4206
region,London,E12000007,2023-09-03,11.1,4104
region,London,E12000007,2023-09-02,10.5,4061
region,London,E12000007,2023-09-01,10.1,4024
region,London,E12000007,2023-08-31,10.3,3999
region,London,E12000007,2023-08-30,10.5,3963
region,London,E12000007,2023-08-29,10.2,3964
region,London,E12000007,2023-08-28,10.1,3961
region,London,E12000007,2023-08-27,9.7,4034
region,London,E12000007,2023-08-26,9.4,4077
region,London,E12000007,2023-08-25,9.3,4091
region,London,E12000007,2023-08-24,9.1,4156
region,London,E12000007,2023-08-23,9.0,4174
region,London,E12000007,2023-08-22,9.1,4238
region,London,E12000007,2023-08-21,9.1,4189
region,London,E12000007,2023-08-20,9.3,4205
region,London,E12000007,2023-08-19,9.8,4195
region,London,E12000007,2023-08-18,9.8,4174
region,London,E12000007,2023-08-17,9.7,4140
region,London,E12000007,2023-08-16,9.5,4127
region,London,E12000007,2023-08-15,9.4,4096
region,London,E12000007,2023-08-14,9.4,4127
region,London,E12000007,2023-08-13,8.6,4218
region,London,E12000007,2023-08-12,8.0,4150
region,London,E12000007,2023-08-11,7.6,4100
region,London,E12000007,2023-08-10,7.4,4094
region,London,E12000007,2023-08-09,7.1,4066
region,London,E12000007,2023-08-08,6.5,4112
region,London,E12000007,2023-08-07,6.3,4034
region,London,E12000007,2023-08-06,6.3,4007
region,London,E12000007,2023-08-05,6.1,4144
region,London,E12000007,2023-08-04,6.0,4218
region,London,E12000007,2023-08-03,5.5,4223
region,London,E12000007,2023-08-02,5.8,4244
region,London,E12000007,2023-08-01,5.4,4150
region,London,E12000007,2023-07-31,5.1,4156
region,London,E12000007,2023-07-30,4.9,4217
region,London,E12000007,2023-07-29,4.7,4147
region,London,E12000007,2023-07-28,4.5,4092
region,London,E12000007,2023-07-27,4.6,4076
region,London,E12000007,2023-07-26,4.3,4064
region,London,E12000007,2023-07-25,4.2,4137
region,London,E12000007,2023-07-24,4.1,4135
region,London,E12000007,2023-07-23,4.0,4032
region,London,E12000007,2023-07-22,4.0,4105
region,London,E12000007,2023-07-21,4.1,4075
region,London,E12000007,2023-07-20,4.1,3992
region,London,E12000007,2023-07-19,3.8,3992
region,London,E12000007,2023-07-18,3.9,3958
region,London,E12000007,2023-07-17,4.1,3983
region,London,E12000007,2023-07-16,4.0,4102
region,London,E12000007,2023-07-15,3.8,4112
region,London,E12000007,2023-07-14,3.7,4223
region,London,E12000007,2023-07-13,3.4,4291
region,London,E12000007,2023-07-12,3.5,4320
region,London,E12000007,2023-07-11,3.1,4342
region,London,E12000007,2023-07-10,2.8,4360
region,London,E12000007,2023-07-09,2.6,4412
region,London,E12000007,2023-07-08,2.4,4428
region,London,E12000007,2023-07-07,2.3,4357
region,London,E12000007,2023-07-06,2.1,4357
region,London,E12000007,2023-07-05,2.0,4320
region,London,E12000007,2023-07-04,2.3,4302
region,London,E12000007,2023-07-03,2.3,4259
region,London,E12000007,2023-07-02,2.5,4214
region,London,E12000007,2023-07-01,2.7,4167
region,London,E12000007,2023-06-30,2.8,4232
region,London,E12000007,2023-06-29,3.2,4208
region,London,E12000007,2023-06-28,3.3,4285
region,London,E12000007,2023-06-27,3.3,4333
region,London,E12000007,2023-06-26,3.5,4469
region,London,E12000007,2023-06-25,3.5,4659
region,London,E12000007,2023-06-24,3.6,4728
region,London,E12000007,2023-06-23,3.6,4713
region,London,E12000007,2023-06-22,3.6,4706
region,London,E12000007,2023-06-21,3.6,4649
region,London,E12000007,2023-06-20,3.7,4676
region,London,E12000007,2023-06-19,3.5,4713
region,London,E12000007,2023-06-18,3.7,4887
region,London,E12000007,2023-06-17,3.7,4959
region,London,E12000007,2023-06-16,3.9,4945
region,London,E12000007,2023-06-15,3.8,5066
region,London,E12000007,2023-06-14,4.3,5229
region,London,E12000007,2023-06-13,4.3,5309
region,London,E12000007,2023-06-12,4.5,5244
region,London,E12000007,2023-06-11,4.8,5220
region,London,E12000007,2023-06-10,4.9,5238
region,London,E12000007,2023-06-09,4.8,5342
region,London,E12000007,2023-06-08,4.9,5336
region,London,E12000007,2023-06-07,4.6,5317
region,London,E12000007,2023-06-06,4.8,5385
region,London,E12000007,2023-06-05,4.8,5461
region,London,E12000007,2023-06-04,5.1,5256
region,London,E12000007,2023-06-03,5.1,5282
region,London,E12000007,2023-06-02,5.0,5282
region,London,E12000007,2023-06-01,5.2,5265
region,London,E12000007,2023-05-31,5.6,5313
region,London,E12000007,2023-05-30,5.8,5314
region,London,E12000007,2023-05-29,6.0,5257
region,London,E12000007,2023-05-28,5.9,5568
region,London,E12000007,2023-05-27,6.0,5608
region,London,E12000007,2023-05-26,6.2,5682
region,London,E12000007,2023-05-25,6.3,5775
region,London,E12000007,2023-05-24,6.3,5824
region,London,E12000007,2023-05-23,6.0,5859
region,London,E12000007,2023-05-22,6.0,5959
region,London,E12000007,2023-05-21,6.0,6098
region,London,E12000007,2023-05-20,6.0,6188
region,London,E12000007,2023-05-19,6.0,6213
region,London,E12000007,2023-05-18,6.2,6247
region,London,E12000007,2023-05-17,6.3,6371
region,London,E12000007,2023-05-16,6.3,6433
region,London,E12000007,2023-05-15,6.2,6617
region,London,E12000007,2023-05-14,6.4,6456
region,London,E12000007,2023-05-13,6.2,6603
region,London,E12000007,2023-05-12,6.2,6655
region,London,E12000007,2023-05-11,6.0,6780
region,London,E12000007,2023-05-10,6.1,6884
region,London,E12000007,2023-05-09,6.1,6989
region,London,E12000007,2023-05-08,6.5,7122
region,London,E12000007,2023-05-07,6.6,7189
region,London,E12000007,2023-05-06,6.5,7225
region,London,E12000007,2023-05-05,6.6,7272
region,London,E12000007,2023-05-04,6.4,7333
region,London,E12000007,2023-05-03,6.1,7659
region,London,E12000007,2023-05-02,6.0,7819
region,London,E12000007,2023-05-01,5.7,7903
region,London,E12000007,2023-04-30,5.4,8474
region,London,E12000007,2023-04-29,5.5,8611
region,London,E12000007,2023-04-28,5.5,8934
region,London,E12000007,2023-04-27,5.4,9240
region,London,E12000007,2023-04-26,5.3,9375
region,London,E12000007,2023-04-25,5.3,9594
region,London,E12000007,2023-04-24,5.5,9743
region,London,E12000007,2023-04-23,5.5,9893
region,London,E12000007,2023-04-22,5.5,10010
region,London,E12000007,2023-04-21,5.4,9992
region,London,E12000007,2023-04-20,5.7,9906
region,London,E12000007,2023-04-19,5.6,9839
region,London,E12000007,2023-04-18,5.6,9611
region,London,E12000007,2023-04-17,5.6,9545
region,London,E12000007,2023-04-16,5.7,9452
region,London,E12000007,2023-04-15,5.6,9494
region,London,E12000007,2023-04-14,5.8,9535
region,London,E12000007,2023-04-13,5.8,9468
region,London,E12000007,2023-04-12,5.6,9654
region,London,E12000007,2023-04-11,5.7,9897
region,London,E12000007,2023-04-10,5.5,10184
region,London,E12000007,2023-04-09,5.6,10808
region,London,E12000007,2023-04-08,5.5,11034
region,London,E12000007,2023-04-07,5.5,11309
region,London,E12000007,2023-04-06,5.6,11929
region,London,E12000007,2023-04-05,5.6,12619
region,London,E12000007,2023-04-04,5.7,13607
region,London,E12000007,2023-04-03,5.9,14200
region,London,E12000007,2023-04-02,5.9,14857
region,London,E12000007,2023-04-01,6.0,15132
region,London,E12000007,2023-03-31,6.2,15332
region,London,E12000007,2023-03-30,6.3,15867
region,London,E12000007,2023-03-29,6.6,15770
region,London,E12000007,2023-03-28,6.7,15774
region,London,E12000007,2023-03-27,6.8,15867
region,London,E12000007,2023-03-26,7.1,15893
region,London,E12000007,2023-03-25,7.2,15920
region,London,E12000007,2023-03-24,7.3,15789
region,London,E12000007,2023-03-23,7.2,15894
region,London,E12000007,2023-03-22,7.4,15942
region,London,E12000007,2023-03-21,7.6,15763
region,London,E12000007,2023-03-20,7.8,16220
region,London,E12000007,2023-03-19,8.2,16338
region,London,E12000007,2023-03-18,8.4,16203
region,London,E12000007,2023-03-17,8.4,16118
region,London,E12000007,2023-03-16,8.7,15760
region,London,E12000007,2023-03-15,9.0,15766
region,London,E12000007,2023-03-14,9.0,15636
region,London,E12000007,2023-03-13,9.1,15133
region,London,E12000007,2023-03-12,9.0,15362
region,London,E12000007,2023-03-11,8.9,15401
region,London,E12000007,2023-03-10,9.1,15218
region,London,E12000007,2023-03-09,9.0,15451
region,London,E12000007,2023-03-08,8.8,15531
region,London,E12000007,2023-03-07,8.9,15696
region,London,E12000007,2023-03-06,8.9,15853
region,London,E12000007,2023-03-05,9.0,15898
region,London,E12000007,2023-03-04,8.9,15911
region,London,E12000007,2023-03-03,8.9,15934
region,London,E12000007,2023-03-02,9.1,15548
region,London,E12000007,2023-03-01,9.4,15308
region,London,E12000007,2023-02-28,9.5,15388
region,London,E12000007,2023-02-27,9.8,15407
region,London,E12000007,2023-02-26,9.9,15667
region,London,E12000007,2023-02-25,9.9,15757
region,London,E12000007,2023-02-24,10.0,15900
region,London,E12000007,2023-02-23,10.3,16145
region,London,E12000007,2023-02-22,10.3,16246
region,London,E12000007,2023-02-21,10.3,16084
region,London,E12000007,2023-02-20,9.9,16187
region,London,E12000007,2023-02-19,9.9,16170
region,London,E12000007,2023-02-18,9.8,16053
region,London,E12000007,2023-02-17,9.8,16059
region,London,E12000007,2023-02-16,9.4,15855
region,London,E12000007,2023-02-15,9.4,15529
region,London,E12000007,2023-02-14,9.3,15449
region,London,E12000007,2023-02-13,9.2,15037
region,London,E12000007,2023-02-12,8.7,14719
region,London,E12000007,2023-02-11,8.6,14784
region,London,E12000007,2023-02-10,8.4,14492
region,London,E12000007,2023-02-09,8.2,14511
region,London,E12000007,2023-02-08,8.3,14459
region,London,E12000007,2023-02-07,8.0,14240
region,London,E12000007,2023-02-06,7.9,14364
region,London,E12000007,2023-02-05,7.7,14565
region,London,E12000007,2023-02-04,7.3,14556
region,London,E12000007,2023-02-03,7.1,14513
region,London,E12000007,2023-02-02,7.0,14334
region,London,E12000007,2023-02-01,6.5,14350
region,London,E12000007,2023-01-31,6.3,14226
region,London,E12000007,2023-01-30,6.3,14291
region,London,E12000007,2023-01-29,6.0,14499
region,London,E12000007,2023-01-28,6.0,14464
region,London,E12000007,2023-01-27,5.9,14335
region,London,E12000007,2023-01-26,5.9,14018
region,London,E12000007,2023-01-25,5.9,13755
region,London,E12000007,2023-01-24,5.7,13857
region,London,E12000007,2023-01-23,5.5,13746
region,London,E12000007,2023-01-22,5.4,14037
region,London,E12000007,2023-01-21,5.4,14146
region,London,E12000007,2023-01-20,5.5,14325
region,London,E12000007,2023-01-19,5.4,15073
region,London,E12000007,2023-01-18,5.5,15686
region,London,E12000007,2023-01-17,5.8,15869
region,London,E12000007,2023-01-16,6.1,15784
region,London,E12000007,2023-01-15,6.6,15789
region,London,E12000007,2023-01-14,6.7,15770
region,London,E12000007,2023-01-13,7.0,15668
region,London,E12000007,2023-01-12,7.5,15545
region,London,E12000007,2023-01-11,7.9,15485
region,London,E12000007,2023-01-10,8.3,15808
region,London,E12000007,2023-01-09,8.6,17040
region,London,E12000007,2023-01-08,8.7,16670
region,London,E12000007,2023-01-07,8.8,16757
region,London,E12000007,2023-01-06,9.1,16778
region,London,E12000007,2023-01-05,9.3,16215
region,London,E12000007,2023-01-04,9.9,16596
region,London,E12000007,2023-01-03,10.0,16741
region,London,E12000007,2023-01-02,10.0,15843
region,London,E12000007,2023-01-01,10.0,16080
region,London,E12000007,2022-12-31,10.0,16050
region,London,E12000007,2022-12-30,9.9,16246
region,London,E12000007,2022-12-29,9.9,16979
region,London,E12000007,2022-12-28,9.8,16816
region,London,E12000007,2022-12-27,9.9,17443
region,London,E12000007,2022-12-26,10.2,18638
region,London,E12000007,2022-12-25,10.5,20173
region,London,E12000007,2022-12-24,10.5,20720
region,London,E12000007,2022-12-23,10.5,20970
region,London,E12000007,2022-12-22,10.6,21009
region,London,E12000007,2022-12-21,10.2,21046
region,London,E12000007,2022-12-20,9.7,20621
region,London,E12000007,2022-12-19,9.2,20403
region,London,E12000007,2022-12-18,8.7,20166
region,London,E12000007,2022-12-17,8.7,19998
region,London,E12000007,2022-12-16,8.5,19698
region,London,E12000007,2022-12-15,8.1,19296
region,London,E12000007,2022-12-14,8.0,18651
region,London,E12000007,2022-12-13,8.3,18567
region,London,E12000007,2022-12-12,8.1,18363
region,London,E12000007,2022-12-11,7.7,18376
region,London,E12000007,2022-12-10,7.6,18364
region,London,E12000007,2022-12-09,7.5,18338
region,London,E12000007,2022-12-08,7.4,18344
region,London,E12000007,2022-12-07,7.0,18151
region,London,E12000007,2022-12-06,6.7,17848
region,London,E12000007,2022-12-05,6.5,17803
region,London,E12000007,2022-12-04,6.4,17775
region,London,E12000007,2022-12-03,6.3,17846
region,London,E12000007,2022-12-02,6.1,17761
region,London,E12000007,2022-12-01,5.8,17378
region,London,E12000007,2022-11-30,5.8,17506
region,London,E12000007,2022-11-29,5.8,17612
region,London,E12000007,2022-11-28,5.6,17583
region,London,E12000007,2022-11-27,5.5,17569
region,London,E12000007,2022-11-26,5.4,17597
region,London,E12000007,2022-11-25,5.3,17450
region,London,E12000007,2022-11-24,5.4,17735
region,London,E12000007,2022-11-23,5.5,17453
region,London,E12000007,2022-11-22,5.4,17268
region,London,E12000007,2022-11-21,5.4,17127
region,London,E12000007,2022-11-20,5.3,17367
region,London,E12000007,2022-11-19,5.1,17479
region,London,E12000007,2022-11-18,5.1,17641
region,London,E12000007,2022-11-17,4.9,17407
region,London,E12000007,2022-11-16,4.7,17796
region,London,E12000007,2022-11-15,4.7,18105
region,London,E12000007,2022-11-14,4.7,18502
region,London,E12000007,2022-11-13,4.8,18464
region,London,E12000007,2022-11-12,4.8,18396
region,London,E12000007,2022-11-11,4.8,18564
region,London,E12000007,2022-11-10,4.8,18371
region,London,E12000007,2022-11-09,5.0,18325
region,London,E12000007,2022-11-08,5.1,18313
region,London,E12000007,2022-11-07,5.1,18550
region,London,E12000007,2022-11-06,5.1,19230
region,London,E12000007,2022-11-05,5.3,19464
region,London,E12000007,2022-11-04,5.5,19648
region,London,E12000007,2022-11-03,5.7,19901
region,London,E12000007,2022-11-02,5.9,20075
region,London,E12000007,2022-11-01,6.2,20608
region,London,E12000007,2022-10-31,6.2,20755
region,London,E12000007,2022-10-30,6.2,21411
region,London,E12000007,2022-10-29,6.2,21866
region,London,E12000007,2022-10-28,6.1,22410
region,London,E12000007,2022-10-27,6.3,23035
region,London,E12000007,2022-10-26,6.2,23422
region,London,E12000007,2022-10-25,6.1,23831
region,London,E12000007,2022-10-24,6.4,24465
region,London,E12000007,2022-10-23,6.7,25051
region,London,E12000007,2022-10-22,6.8,24795
region,London,E12000007,2022-10-21,6.9,24872
region,London,E12000007,2022-10-20,6.9,24787
region,London,E12000007,2022-10-19,7.1,24575
region,London,E12000007,2022-10-18,7.4,24351
region,London,E12000007,2022-10-17,7.7,24186
region,London,E12000007,2022-10-16,7.6,23838
region,London,E12000007,2022-10-15,7.8,23829
region,London,E12000007,2022-10-14,8.0,23694
region,London,E12000007,2022-10-13,8.2,23565
region,London,E12000007,2022-10-12,8.4,23643
region,London,E12000007,2022-10-11,8.6,23120
region,London,E12000007,2022-10-10,8.6,23103
region,London,E12000007,2022-10-09,8.4,23307
region,London,E12000007,2022-10-08,8.4,23383
region,London,E12000007,2022-10-07,8.2,23377
region,London,E12000007,2022-10-06,7.9,23087
region,London,E12000007,2022-10-05,7.6,22912
region,London,E12000007,2022-10-04,7.2,22433
region,London,E12000007,2022-10-03,6.8,22278
region,London,E12000007,2022-10-02,6.6,22284
region,London,E12000007,2022-10-01,6.3,22351
region,London,E12000007,2022-09-30,6.1,22545
region,London,E12000007,2022-09-29,5.9,23154
region,London,E12000007,2022-09-28,5.7,23817
region,London,E12000007,2022-09-27,5.6,24158
region,London,E12000007,2022-09-26,5.4,24372
region,London,E12000007,2022-09-25,5.1,24255
region,London,E12000007,2022-09-24,4.9,24437
region,London,E12000007,2022-09-23,4.7,24480
region,London,E12000007,2022-09-22,4.5,23934
region,London,E12000007,2022-09-21,4.4,23233
region,London,E12000007,2022-09-20,4.2,23483
region,London,E12000007,2022-09-19,4.0,23721
region,London,E12000007,2022-09-18,4.0,24698
region,London,E12000007,2022-09-17,4.0,24779
region,London,E12000007,2022-09-16,3.9,25130
region,London,E12000007,2022-09-15,3.9,25932
region,London,E12000007,2022-09-14,3.8,25642
region,London,E12000007,2022-09-13,3.8,25343
region,London,E12000007,2022-09-12,3.8,25584
region,London,E12000007,2022-09-11,3.7,26350
region,London,E12000007,2022-09-10,3.7,26709
region,London,E12000007,2022-09-09,3.8,26835
region,London,E12000007,2022-09-08,3.8,26839
region,London,E12000007,2022-09-07,3.8,27498
region,London,E12000007,2022-09-06,3.7,28400
region,London,E12000007,2022-09-05,3.6,29266
region,London,E12000007,2022-09-04,3.5,28218
region,London,E12000007,2022-09-03,3.4,28468
region,London,E12000007,2022-09-02,3.4,28658
region,London,E12000007,2022-09-01,3.4,29322
region,London,E12000007,2022-08-31,3.3,29618
region,London,E12000007,2022-08-30,3.4,30193
region,London,E12000007,2022-08-29,3.5,30702
region,London,E12000007,2022-08-28,3.6,32802
region,London,E12000007,2022-08-27,3.7,33042
region,London,E12000007,2022-08-26,3.9,32949
region,London,E12000007,2022-08-25,4.0,32449
region,London,E12000007,2022-08-24,4.1,32897
region,London,E12000007,2022-08-23,4.1,33146
region,London,E12000007,2022-08-22,4.1,33162
region,London,E12000007,2022-08-21,4.3,33911
region,London,E12000007,2022-08-20,4.4,34059
region,London,E12000007,2022-08-19,4.5,34402
region,London,E12000007,2022-08-18,4.7,35180
region,London,E12000007,2022-08-17,4.9,35869
region,London,E12000007,2022-08-16,5.2,36065
region,London,E12000007,2022-08-15,5.3,36390
region,London,E12000007,2022-08-14,5.4,37088
region,London,E12000007,2022-08-13,5.5,37519
region,London,E12000007,2022-08-12,5.6,37759
region,London,E12000007,2022-08-11,5.7,38088
region,London,E12000007,2022-08-10,5.7,38837
region,London,E12000007,2022-08-09,5.8,39065
region,London,E12000007,2022-08-08,5.8,40913
region,London,E12000007,2022-08-07,5.9,41583
region,London,E12000007,2022-08-06,6.1,41617
region,London,E12000007,2022-08-05,6.1,42251
region,London,E12000007,2022-08-04,6.2,43293
region,London,E12000007,2022-08-03,6.2,43892
region,London,E12000007,2022-08-02,6.2,44870
region,London,E12000007,2022-08-01,6.4,45020
region,London,E12000007,2022-07-31,6.7,46440
region,London,E12000007,2022-07-30,6.8,46748
region,London,E12000007,2022-07-29,7.1,46755
region,London,E12000007,2022-07-28,7.5,46437
region,London,E12000007,2022-07-27,8.0,45927
region,London,E12000007,2022-07-26,8.5,45684
region,London,E12000007,2022-07-25,8.7,44759
region,London,E12000007,2022-07-24,9.2,44522
region,London,E12000007,2022-07-23,9.1,45757
region,London,E12000007,2022-07-22,9.1,46623
region,London,E12000007,2022-07-21,9.1,48256
region,London,E12000007,2022-07-20,9.2,49255
region,London,E12000007,2022-07-19,9.3,51123
region,London,E12000007,2022-07-18,9.6,52367
region,London,E12000007,2022-07-17,9.6,53934
region,London,E12000007,2022-07-16,9.9,53708
region,London,E12000007,2022-07-15,10.2,52977
region,London,E12000007,2022-07-14,10.5,52039
region,London,E12000007,2022-07-13,10.7,52210
region,London,E12000007,2022-07-12,11.2,50689
region,London,E12000007,2022-07-11,11.4,50370
region,London,E12000007,2022-07-10,11.4,50517
region,London,E12000007,2022-07-09,11.4,50409
region,London,E12000007,2022-07-08,11.2,50518
region,London,E12000007,2022-07-07,11.0,51158
region,London,E12000007,2022-07-06,10.8,50481
region,London,E12000007,2022-07-05,10.4,50934
region,London,E12000007,2022-07-04,9.8,52036
region,London,E12000007,2022-07-03,9.4,52587
region,London,E12000007,2022-07-02,9.1,52811
region,London,E12000007,2022-07-01,9.0,52603
region,London,E12000007,2022-06-30,8.8,51229
region,London,E12000007,2022-06-29,8.7,50771
region,London,E12000007,2022-06-28,8.4,50618
region,London,E12000007,2022-06-27,8.4,49078
region,London,E12000007,2022-06-26,8.1,48930
region,London,E12000007,2022-06-25,8.0,48754
region,London,E12000007,2022-06-24,7.8,48476
region,London,E12000007,2022-06-23,7.5,48810
region,London,E12000007,2022-06-22,7.1,49111
region,London,E12000007,2022-06-21,6.8,49465
region,London,E12000007,2022-06-20,6.5,49639
region,London,E12000007,2022-06-19,6.0,50559
region,London,E12000007,2022-06-18,5.9,51195
region,London,E12000007,2022-06-17,5.5,52569
region,London,E12000007,2022-06-16,5.2,54273
region,London,E12000007,2022-06-15,5.0,55314
region,London,E12000007,2022-06-14,4.7,56256
region,London,E12000007,2022-06-13,4.5,58288
region,London,E12000007,2022-06-12,4.2,60418
region,London,E12000007,2022-06-11,4.1,61861
region,London,E12000007,2022-06-10,4.0,62387
region,London,E12000007,2022-06-09,3.8,60352
region,London,E12000007,2022-06-08,3.6,58114
region,London,E12000007,2022-06-07,3.3,58403
region,London,E12000007,2022-06-06,3.1,58617
region,London,E12000007,2022-06-05,3.0,58644
region,London,E12000007,2022-06-04,2.9,58100
region,London,E12000007,2022-06-03,2.8,59126
region,London,E12000007,2022-06-02,2.7,62887
region,London,E12000007,2022-06-01,2.6,67147
region,London,E12000007,2022-05-31,2.6,68215
region,London,E12000007,2022-05-30,2.4,69162
region,London,E12000007,2022-05-29,2.4,70123
region,London,E12000007,2022-05-28,2.4,70355
region,London,E12000007,2022-05-27,2.4,69832
region,London,E12000007,2022-05-26,2.4,69088
region,London,E12000007,2022-05-25,2.5,67244
region,London,E12000007,2022-05-24,2.6,66044
region,London,E12000007,2022-05-23,2.7,65684
region,London,E12000007,2022-05-22,2.8,66657
region,London,E12000007,2022-05-21,2.8,67230
region,London,E12000007,2022-05-20,2.9,66199
region,London,E12000007,2022-05-19,2.9,66702
region,London,E12000007,2022-05-18,2.9,67430
region,London,E12000007,2022-05-17,2.9,68824
region,London,E12000007,2022-05-16,2.9,70113
region,London,E12000007,2022-05-15,2.9,71211
region,London,E12000007,2022-05-14,2.9,72431
region,London,E12000007,2022-05-13,2.9,74081
region,London,E12000007,2022-05-12,2.9,74904
region,London,E12000007,2022-05-11,3.0,75684
region,London,E12000007,2022-05-10,3.1,76648
region,London,E12000007,2022-05-09,3.1,78579
region,London,E12000007,2022-05-08,3.2,76570
region,London,E12000007,2022-05-07,3.3,76175
region,London,E12000007,2022-05-06,3.3,76463
region,London,E12000007,2022-05-05,3.4,76168
region,London,E12000007,2022-05-04,3.4,77517
region,London,E12000007,2022-05-03,3.4,78826
region,London,E12000007,2022-05-02,3.4,78670
region,London,E12000007,2022-05-01,3.6,83104
region,London,E12000007,2022-04-30,3.7,83540
region,London,E12000007,2022-04-29,3.8,83649
region,London,E12000007,2022-04-28,4.0,84095
region,London,E12000007,2022-04-27,4.2,83754
region,London,E12000007,2022-04-26,4.5,83578
region,London,E12000007,2022-04-25,4.8,84414
region,London,E12000007,2022-04-24,5.0,81338
region,London,E12000007,2022-04-23,5.1,80626
region,London,E12000007,2022-04-22,5.3,79934
region,London,E12000007,2022-04-21,5.5,76471
region,London,E12000007,2022-04-20,5.7,78365
region,London,E12000007,2022-04-19,5.9,79814
region,London,E12000007,2022-04-18,6.1,80952
region,London,E12000007,2022-04-17,6.2,87152
region,London,E12000007,2022-04-16,6.3,89843
region,London,E12000007,2022-04-15,6.4,91487
region,London,E12000007,2022-04-14,6.6,96937
region,London,E12000007,2022-04-13,6.8,99105
region,London,E12000007,2022-04-12,6.9,102394
region,London,E12000007,2022-04-11,7.1,106697
region,London,E12000007,2022-04-10,7.5,111579
region,London,E12000007,2022-04-09,7.6,115020
